,subject,problem,group,choice,samplesize
1809,26,S9G4,0,1,50
1810,26,S10G4,0,0,60
1811,26,S11G4,0,1,53
1812,26,S12G4,0,0,61
1813,26,S13G4,0,1,59
1814,26,S14G4,0,1,69
1815,26,S15G4,0,1,60
1816,26,S16G4,0,1,60
1817,26,S17G4,0,1,64
1818,26,S18G4,0,1,45
1819,27,S1G1,0,0,41
1820,27,S2G1,0,0,29
1821,27,S3G1,0,1,43
1822,27,S4G1,0,1,22
1823,27,S5G1,0,1,24
1824,27,S6G1,0,0,23
1825,27,S7G1,0,0,27
1826,27,S8G1,0,0,16
1827,27,S9G1,0,0,27
1828,27,S10G1,0,0,22
1829,27,S11G1,0,1,23
1830,27,S12G1,0,0,32
1831,27,S13G1,0,0,45
1832,27,S14G1,0,1,29
1833,27,S15G1,0,0,24
1834,27,S16G1,0,1,32
1835,27,S17G1,0,1,31
1836,27,S18G1,0,1,36
1837,27,S19G1,0,1,38
1838,27,S20G1,0,1,24
1839,27,S21G1,0,0,26
1840,27,S1G2,0,1,47
1841,27,S2G2,0,0,30
1842,27,S3G2,0,1,24
1843,27,S4G2,0,1,26
1844,27,S5G2,0,1,25
1845,27,S6G2,0,1,29
1846,27,S7G2,0,1,33
1847,27,S8G2,0,1,17
1848,27,S9G2,0,1,23
1849,27,S10G2,0,0,25
1850,27,S11G2,0,0,30
1851,27,S12G2,0,1,39
1852,27,S13G2,0,1,34
1853,27,S14G2,0,1,32
1854,27,S15G2,0,1,26
1855,27,S16G2,0,1,25
1856,27,S17G2,0,1,34
1857,27,S18G2,0,0,27
1858,27,S19G2,0,1,26
1859,27,S20G2,0,1,20
1860,27,S21G2,0,1,34
1861,27,S1G3,0,1,26
1862,27,S2G3,0,1,25
1863,27,S3G3,0,1,31
1864,27,S4G3,0,1,26
1865,27,S5G3,0,0,25
1866,27,S6G3,0,1,40
1867,27,S7G3,0,1,20
1868,27,S8G3,0,1,22
1869,27,S9G3,0,1,23
1870,27,S10G3,0,1,23
1871,27,S11G3,0,0,25
1872,27,S12G3,0,1,34
1873,27,S13G3,0,1,34
1874,27,S14G3,0,1,21
1875,27,S15G3,0,1,41
1876,27,S16G3,0,0,29
1877,27,S17G3,0,1,41
1878,27,S18G3,0,1,37
1879,27,S19G3,0,0,27
1880,27,S20G3,0,0,19
1881,27,S21G3,0,1,29
1882,27,S1G4,0,1,34
1883,27,S2G4,0,0,30
1884,27,S3G4,0,0,39
1885,27,S4G4,0,1,45
1886,27,S5G4,0,0,26
1887,27,S6G4,0,1,32
1888,27,S7G4,0,1,36
1889,27,S8G4,0,1,20
1890,27,S9G4,0,0,25
1891,27,S10G4,0,1,40
1892,27,S11G4,0,1,23
1893,27,S12G4,0,0,33
1894,27,S13G4,0,0,38
1895,27,S14G4,0,1,21
1896,27,S15G4,0,1,30
1897,27,S16G4,0,0,36
1898,27,S17G4,0,0,31
1899,27,S18G4,0,1,29
1900,27,S19G4,0,0,36
1901,27,S20G4,0,1,31
1902,27,S21G4,0,1,19
1903,28,S1G1,0,0,34
1904,28,S2G1,0,0,24
1905,28,S3G1,0,1,26
1906,28,S4G1,0,1,30
1907,28,S5G1,0,1,43
1908,28,S6G1,0,1,33
1909,28,S7G1,0,1,49
1910,28,S8G1,0,1,43
1911,28,S9G1,0,1,1
1912,28,S10G1,0,1,42
1913,28,S11G1,0,0,11
1914,28,S12G1,0,1,10
1915,28,S13G1,0,0,24
1916,28,S14G1,0,0,28
1917,28,S15G1,0,0,15
1918,28,S16G1,0,0,25
1919,28,S17G1,0,1,19
1920,28,S18G1,0,0,26
1921,28,S19G1,0,0,40
1922,28,S20G1,0,0,40
1923,28,S21G1,0,0,40
1924,28,S1G2,0,0,32
1925,28,S2G2,0,0,19
1926,28,S3G2,0,1,24
1927,28,S4G2,0,1,28
1928,28,S5G2,0,1,39
1929,28,S6G2,0,1,26
1930,28,S7G2,0,0,36
1931,28,S8G2,0,1,26
1932,28,S9G2,0,0,1
1933,28,S10G2,0,0,14
1934,28,S11G2,0,1,36
1935,28,S12G2,0,0,26
1936,28,S13G2,0,0,21
1937,28,S14G2,0,1,18
1938,28,S15G2,0,0,22
1939,28,S16G2,0,1,22
1940,28,S17G2,0,1,47
1941,28,S18G2,0,1,26
1942,28,S19G2,0,1,40
1943,28,S20G2,0,0,41
1944,28,S21G2,0,1,50
1945,28,S1G3,0,1,41
1946,28,S2G3,0,1,29
1947,28,S3G3,0,1,32
1948,28,S4G3,0,1,70
1949,28,S5G3,0,0,34
1950,28,S6G3,0,0,25
1951,28,S7G3,0,0,27
1952,28,S8G3,0,1,51
1953,28,S9G3,0,0,1
1954,28,S10G3,0,0,67
1955,28,S11G3,0,0,61
1956,28,S12G3,0,1,36
1957,28,S13G3,0,0,17
1958,28,S14G3,0,1,22
1959,28,S15G3,0,1,10
1960,28,S16G3,0,0,11
1961,28,S17G3,0,1,9
1962,28,S18G3,0,1,26
1963,28,S19G3,0,1,40
1964,28,S20G3,0,1,40
1965,28,S21G3,0,1,40
1966,28,S1G4,0,0,53
1967,28,S2G4,0,1,19
1968,28,S3G4,0,1,27
1969,28,S4G4,0,0,31
1970,28,S5G4,0,1,36
1971,28,S6G4,0,0,29
1972,28,S7G4,0,0,32
1973,28,S8G4,0,1,32
1974,28,S9G4,0,1,1
1975,28,S10G4,0,1,55
1976,28,S11G4,0,1,16
1977,28,S12G4,0,1,11
1978,28,S13G4,0,1,8
1979,28,S14G4,0,1,21
1980,28,S15G4,0,1,15
1981,28,S16G4,0,1,7
1982,28,S17G4,0,1,8
1983,28,S18G4,0,0,27
1984,28,S19G4,0,0,40
1985,28,S20G4,0,0,40
1986,28,S21G4,0,1,40
1987,29,S1G1,0,1,48
1988,29,S2G1,0,1,30
1989,29,S3G1,0,1,66
1990,29,S4G1,0,1,49
1991,29,S5G1,0,1,27
1992,29,S6G1,0,1,53
1993,29,S7G1,0,1,22
1994,29,S8G1,0,0,17
1995,29,S9G1,0,0,15
1996,29,S10G1,0,0,32
1997,29,S11G1,0,1,2
1998,29,S12G1,0,1,16
1999,29,S13G1,0,1,5
2000,29,S14G1,0,0,6
2001,29,S15G1,0,1,5
2002,29,S16G1,0,1,24
2003,29,S17G1,0,1,5
2004,29,S18G1,0,1,43
2005,29,S19G1,0,1,16
2006,29,S20G1,0,0,2
2007,29,S21G1,0,0,5
2008,29,S1G2,0,1,20
2009,29,S2G2,0,0,24
2010,29,S3G2,0,0,41
2011,29,S4G2,0,1,41
2012,29,S5G2,0,0,19
2013,29,S6G2,0,1,14
2014,29,S7G2,0,1,15
2015,29,S8G2,0,0,29
2016,29,S9G2,0,1,33
2017,29,S10G2,0,0,41
2018,29,S11G2,0,0,2
2019,29,S12G2,0,1,9
2020,29,S13G2,0,0,4
2021,29,S14G2,0,0,12
2022,29,S15G2,0,0,20
2023,29,S16G2,0,0,18
2024,29,S17G2,0,1,37
2025,29,S18G2,0,0,23
2026,29,S19G2,0,1,12
2027,29,S20G2,0,0,2
2028,29,S21G2,0,1,2
2029,29,S1G3,0,1,18
2030,29,S2G3,0,1,19
2031,29,S3G3,0,1,71
2032,29,S4G3,0,1,41
2033,29,S5G3,0,1,24
2034,29,S6G3,0,1,17
2035,29,S7G3,0,1,25
2036,29,S8G3,0,1,18
2037,29,S9G3,0,1,12
2038,29,S10G3,0,0,43
2039,29,S11G3,0,1,16
2040,29,S12G3,0,1,13
2041,29,S13G3,0,0,2
2042,29,S14G3,0,1,3
2043,29,S15G3,0,1,14
2044,29,S16G3,0,1,18
2045,29,S17G3,0,1,15
2046,29,S18G3,0,1,18
2047,29,S19G3,0,1,24
2048,29,S20G3,0,1,2
2049,29,S21G3,0,1,10
2050,29,S1G4,0,0,32
2051,29,S2G4,0,1,22
2052,29,S3G4,0,0,28
2053,29,S4G4,0,1,36
2054,29,S5G4,0,1,21
2055,29,S6G4,0,0,46
2056,29,S7G4,0,1,15
2057,29,S8G4,0,1,13
2058,29,S9G4,0,1,18
2059,29,S10G4,0,0,23
2060,29,S11G4,0,0,22
2061,29,S12G4,0,1,17
2062,29,S13G4,0,1,12
2063,29,S14G4,0,0,23
2064,29,S15G4,0,1,4
2065,29,S16G4,0,0,10
2066,29,S17G4,0,0,4
2067,29,S18G4,0,0,5
2068,29,S19G4,0,0,24
2069,29,S20G4,0,1,2
2070,29,S21G4,0,0,2
2071,30,S1G1,0,0,30
2072,30,S2G1,0,0,37
2073,30,S3G1,0,0,39
2074,30,S4G1,0,0,23
2075,30,S5G1,0,1,45
2076,30,S6G1,0,0,21
2077,30,S7G1,0,0,25
2078,30,S8G1,0,1,25
2079,30,S9G1,0,0,21
2080,30,S10G1,0,0,39
2081,30,S11G1,0,1,43
2082,30,S12G1,0,0,19
2083,30,S13G1,0,0,26
2084,30,S14G1,0,0,31
2085,30,S15G1,0,0,36
2086,30,S16G1,0,0,41
2087,30,S17G1,0,0,50
2088,30,S18G1,0,1,9
2089,30,S19G1,0,0,42
2090,30,S20G1,0,1,18
2091,30,S21G1,0,1,30
2092,30,S1G2,0,1,30
2093,30,S2G2,0,0,46
2094,30,S3G2,0,1,22
2095,30,S4G2,0,1,29
2096,30,S5G2,0,1,38
2097,30,S6G2,0,1,22
2098,30,S7G2,0,1,25
2099,30,S8G2,0,1,16
2100,30,S9G2,0,1,19
2101,30,S10G2,0,1,24
2102,30,S11G2,0,1,20
2103,30,S12G2,0,1,19
2104,30,S13G2,0,0,33
2105,30,S14G2,0,1,17
2106,30,S15G2,0,1,50
2107,30,S16G2,0,1,28
2108,30,S17G2,0,1,32
2109,30,S18G2,0,1,8
2110,30,S19G2,0,1,44
2111,30,S20G2,0,1,29
2112,30,S21G2,0,1,42
2113,30,S1G3,0,0,22
2114,30,S2G3,0,0,50
2115,30,S3G3,0,1,19
2116,30,S4G3,0,0,27
2117,30,S5G3,0,1,13
2118,30,S6G3,0,0,36
2119,30,S7G3,0,1,20
2120,30,S8G3,0,1,16
2121,30,S9G3,0,0,25
2122,30,S10G3,0,1,24
2123,30,S11G3,0,1,38
2124,30,S12G3,0,1,23
2125,30,S13G3,0,0,61
2126,30,S14G3,0,1,18
2127,30,S15G3,0,0,33
2128,30,S16G3,0,1,17
2129,30,S17G3,0,1,52
2130,30,S18G3,0,1,11
2131,30,S19G3,0,1,40
2132,30,S20G3,0,0,32
2133,30,S21G3,0,0,33
2134,30,S1G4,0,1,27
2135,30,S2G4,0,1,34
2136,30,S3G4,0,1,51
2137,30,S4G4,0,0,18
2138,30,S5G4,0,0,36
2139,30,S6G4,0,0,41
2140,30,S7G4,0,1,23
2141,30,S8G4,0,1,24
2142,30,S9G4,0,1,23
2143,30,S10G4,0,1,44
2144,30,S11G4,0,1,44
2145,30,S12G4,0,0,27
2146,30,S13G4,0,1,21
2147,30,S14G4,0,1,33
2148,30,S15G4,0,0,34
2149,30,S16G4,0,0,33
2150,30,S17G4,0,1,35
2151,30,S18G4,0,0,12
2152,30,S19G4,0,0,47
2153,30,S20G4,0,1,46
2154,30,S21G4,0,1,39
2155,31,S1G1,0,1,21
2156,31,S2G1,0,0,28
2157,31,S3G1,0,1,31
2158,31,S4G1,0,0,32
2159,31,S5G1,0,1,3
2160,31,S6G1,0,1,22
2161,31,S7G1,0,1,34
2162,31,S8G1,0,1,44
2163,31,S9G1,0,1,33
2164,31,S10G1,0,0,27
2165,31,S11G1,0,0,54
2166,31,S12G1,0,0,29
2167,31,S13G1,0,0,17
2168,31,S14G1,0,0,28
2169,31,S15G1,0,0,19
2170,31,S16G1,0,0,14
2171,31,S17G1,0,0,14
2172,31,S18G1,0,1,22
2173,31,S19G1,0,0,18
2174,31,S20G1,0,1,18
2175,31,S21G1,0,0,24
2176,31,S1G2,0,1,16
2177,31,S2G2,0,1,20
2178,31,S3G2,0,1,24
2179,31,S4G2,0,1,33
2180,31,S5G2,0,1,6
2181,31,S6G2,0,1,31
2182,31,S7G2,0,1,37
2183,31,S8G2,0,1,32
2184,31,S9G2,0,0,24
2185,31,S10G2,0,1,21
2186,31,S11G2,0,1,19
2187,31,S12G2,0,1,23
2188,31,S13G2,0,1,25
2189,31,S14G2,0,1,28
2190,31,S15G2,0,1,24
2191,31,S16G2,0,1,21
2192,31,S17G2,0,1,17
2193,31,S18G2,0,1,13
2194,31,S19G2,0,1,17
2195,31,S20G2,0,1,17
2196,31,S21G2,0,1,16
2197,31,S1G3,0,1,21
2198,31,S2G3,0,1,26
2199,31,S3G3,0,1,25
2200,31,S4G3,0,1,26
2201,31,S5G3,0,1,18
2202,31,S6G3,0,1,34
2203,31,S7G3,0,1,25
2204,31,S8G3,0,0,44
2205,31,S9G3,0,1,27
2206,31,S10G3,0,1,33
2207,31,S11G3,0,1,40
2208,31,S12G3,0,1,28
2209,31,S13G3,0,1,20
2210,31,S14G3,0,1,26
2211,31,S15G3,0,1,26
2212,31,S16G3,0,1,20
2213,31,S17G3,0,1,21
2214,31,S18G3,0,1,20
2215,31,S19G3,0,1,20
2216,31,S20G3,0,1,16
2217,31,S21G3,0,0,28
2218,31,S1G4,0,1,66
2219,31,S2G4,0,1,24
2220,31,S3G4,0,0,35
2221,31,S4G4,0,1,31
2222,31,S5G4,0,1,14
2223,31,S6G4,0,0,30
2224,31,S7G4,0,0,27
2225,31,S8G4,0,0,80
2226,31,S9G4,0,0,33
2227,31,S10G4,0,0,35
2228,31,S11G4,0,0,35
2229,31,S12G4,0,0,25
2230,31,S13G4,0,1,31
2231,31,S14G4,0,1,22
2232,31,S15G4,0,1,30
2233,31,S16G4,0,0,18
2234,31,S17G4,0,0,20
2235,31,S18G4,0,0,15
2236,31,S19G4,0,0,19
2237,31,S20G4,0,0,15
2238,31,S21G4,0,0,25
2239,32,S1G1,0,0,26
2240,32,S2G1,0,1,11
2241,32,S3G1,0,0,2
2242,32,S4G1,0,1,2
2243,32,S5G1,0,1,1
2244,32,S6G1,0,0,2
2245,32,S7G1,0,1,2
2246,32,S8G1,0,0,2
2247,32,S9G1,0,0,3
2248,32,S10G1,0,0,7
2249,32,S11G1,0,0,6
2250,32,S12G1,0,0,2
2251,32,S13G1,0,0,3
2252,32,S14G1,0,0,2
2253,32,S15G1,0,0,1
2254,32,S16G1,0,1,3
2255,32,S17G1,0,1,1
2256,32,S18G1,0,1,3
2257,32,S19G1,0,1,2
2258,32,S1G2,0,1,4
2259,32,S2G2,0,1,2
2260,32,S3G2,0,1,2
2261,32,S4G2,0,0,2
2262,32,S5G2,0,0,1
2263,32,S6G2,0,1,2
2264,32,S7G2,0,1,2
2265,32,S8G2,0,1,2
2266,32,S9G2,0,1,6
2267,32,S10G2,0,0,10
2268,32,S11G2,0,1,2
2269,32,S12G2,0,1,6
2270,32,S13G2,0,1,2
2271,32,S14G2,0,1,3
2272,32,S15G2,0,0,3
2273,32,S16G2,0,1,3
2274,32,S17G2,0,0,3
2275,32,S18G2,0,0,6
2276,32,S19G2,0,0,4
2277,32,S1G3,0,1,6
2278,32,S2G3,0,0,11
2279,32,S3G3,0,0,1
2280,32,S4G3,0,1,10
2281,32,S5G3,0,1,4
2282,32,S6G3,0,1,9
2283,32,S7G3,0,1,16
2284,32,S8G3,0,0,19
2285,32,S9G3,0,0,6
2286,32,S10G3,0,0,10
2287,32,S11G3,0,1,7
2288,32,S12G3,0,0,2
2289,32,S13G3,0,1,9
2290,32,S14G3,0,1,3
2291,32,S15G3,0,1,14
2292,32,S16G3,0,1,8
2293,32,S17G3,0,0,10
2294,32,S18G3,0,0,14
2295,32,S19G3,0,1,2
2296,32,S1G4,0,0,128
2297,32,S2G4,0,1,38
2298,32,S3G4,0,1,8
2299,32,S4G4,0,0,12
2300,32,S5G4,0,1,3
2301,32,S6G4,0,0,7
2302,32,S7G4,0,1,4
2303,32,S8G4,0,0,5
2304,32,S9G4,0,0,5
2305,32,S10G4,0,0,19
2306,32,S11G4,0,0,6
2307,32,S12G4,0,0,2
2308,32,S13G4,0,0,7
2309,32,S14G4,0,1,3
2310,32,S15G4,0,1,2
2311,32,S16G4,0,0,7
2312,32,S17G4,0,1,7
2313,32,S18G4,0,0,13
2314,32,S19G4,0,0,8
2315,33,S1G1,0,1,6
2316,33,S2G1,0,1,12
2317,33,S3G1,0,0,8
2318,33,S4G1,0,1,12
2319,33,S5G1,0,1,12
2320,33,S6G1,0,0,10
2321,33,S7G1,0,0,18
2322,33,S8G1,0,1,12
2323,33,S9G1,0,1,14
2324,33,S10G1,0,1,8
2325,33,S11G1,0,1,18
2326,33,S12G1,0,1,14
2327,33,S13G1,0,0,8
2328,33,S14G1,0,1,10
2329,33,S15G1,0,0,12
2330,33,S16G1,0,1,12
2331,33,S17G1,0,0,12
2332,33,S18G1,0,1,8
2333,33,S19G1,0,0,16
2334,33,S20G1,0,1,12
2335,33,S21G1,0,1,10
2336,33,S1G2,0,0,14
2337,33,S2G2,0,0,14
2338,33,S3G2,0,1,10
2339,33,S4G2,0,0,12
2340,33,S5G2,0,1,18
2341,33,S6G2,0,1,16
2342,33,S7G2,0,1,12
2343,33,S8G2,0,1,12
2344,33,S9G2,0,0,14
2345,33,S10G2,0,1,12
2346,33,S11G2,0,1,14
2347,33,S12G2,0,0,20
2348,33,S13G2,0,0,10
2349,33,S14G2,0,1,12
2350,33,S15G2,0,1,10
2351,33,S16G2,0,1,12
2352,33,S17G2,0,1,10
2353,33,S18G2,0,0,8
2354,33,S19G2,0,0,16
2355,33,S20G2,0,1,18
2356,33,S21G2,0,1,17
2357,33,S1G3,0,1,18
2358,33,S2G3,0,1,8
2359,33,S3G3,0,1,14
2360,33,S4G3,0,0,10
2361,33,S5G3,0,1,8
2362,33,S6G3,0,0,10
2363,33,S7G3,0,0,14
2364,33,S8G3,0,1,12
2365,33,S9G3,0,1,10
2366,33,S10G3,0,1,8
2367,33,S11G3,0,0,16
2368,33,S12G3,0,1,10
2369,33,S13G3,0,0,10
2370,33,S14G3,0,0,10
2371,33,S15G3,0,0,12
2372,33,S16G3,0,1,10
2373,33,S17G3,0,1,12
2374,33,S18G3,0,1,8
2375,33,S19G3,0,0,18
2376,33,S20G3,0,0,24
2377,33,S21G3,0,0,12
2378,33,S1G4,0,0,6
2379,33,S2G4,0,0,16
2380,33,S3G4,0,0,16
2381,33,S4G4,0,0,18
2382,33,S5G4,0,0,8
2383,33,S6G4,0,0,10
2384,33,S7G4,0,1,22
2385,33,S8G4,0,1,22
2386,33,S9G4,0,0,10
2387,33,S10G4,0,0,8
2388,33,S11G4,0,1,12
2389,33,S12G4,0,1,12
2390,33,S13G4,0,0,10
2391,33,S14G4,0,1,13
2392,33,S15G4,0,1,14
2393,33,S16G4,0,0,10
2394,33,S17G4,0,1,12
2395,33,S18G4,0,0,10
2396,33,S19G4,0,1,12
2397,33,S20G4,0,0,20
2398,33,S21G4,0,0,18
2399,34,S1G1,0,1,26
2400,34,S2G1,0,1,16
2401,34,S3G1,0,0,15
2402,34,S4G1,0,1,15
2403,34,S5G1,0,1,16
2404,34,S6G1,0,0,17
2405,34,S7G1,0,0,13
2406,34,S8G1,0,0,17
2407,34,S9G1,0,0,14
2408,34,S10G1,0,0,16
2409,34,S11G1,0,1,13
2410,34,S12G1,0,0,14
2411,34,S13G1,0,0,13
2412,34,S14G1,0,0,13
2413,34,S15G1,0,0,18
2414,34,S16G1,0,0,12
2415,34,S17G1,0,1,19
2416,34,S18G1,0,1,17
2417,34,S19G1,0,1,13
2418,34,S1G2,0,1,23
2419,34,S2G2,0,1,22
2420,34,S3G2,0,0,16
2421,34,S4G2,0,1,12
2422,34,S5G2,0,1,18
2423,34,S6G2,0,1,15
2424,34,S7G2,0,1,17
2425,34,S8G2,0,1,16
2426,34,S9G2,0,1,17
2427,34,S10G2,0,0,13
2428,34,S11G2,0,0,18
2429,34,S12G2,0,1,21
2430,34,S13G2,0,1,14
2431,34,S14G2,0,0,11
2432,34,S15G2,0,1,11
2433,34,S16G2,0,1,12
2434,34,S17G2,0,1,11
2435,34,S18G2,0,0,14
2436,34,S19G2,0,1,13
2437,34,S1G3,0,0,16
2438,34,S2G3,0,0,18
2439,34,S3G3,0,0,16
2440,34,S4G3,0,1,17
2441,34,S5G3,0,1,24
2442,34,S6G3,0,1,25
2443,34,S7G3,0,0,15
2444,34,S8G3,0,1,13
2445,34,S9G3,0,0,13
2446,34,S10G3,0,1,14
2447,34,S11G3,0,1,13
2448,34,S12G3,0,1,16
2449,34,S13G3,0,1,10
2450,34,S14G3,0,0,18
2451,34,S15G3,0,1,16
2452,34,S16G3,0,1,11
2453,34,S17G3,0,0,14
2454,34,S18G3,0,1,14
2455,34,S19G3,0,1,12
2456,34,S1G4,0,1,19
2457,34,S2G4,0,1,17
2458,34,S3G4,0,0,32
2459,34,S4G4,0,0,16
2460,34,S5G4,0,0,22
2461,34,S6G4,0,1,18
2462,34,S7G4,0,0,14
2463,34,S8G4,0,0,15
2464,34,S9G4,0,1,18
2465,34,S10G4,0,0,19
2466,34,S11G4,0,0,20
2467,34,S12G4,0,1,16
2468,34,S13G4,0,0,16
2469,34,S14G4,0,1,19
2470,34,S15G4,0,1,17
2471,34,S16G4,0,0,15
2472,34,S17G4,0,1,21
2473,34,S18G4,0,1,15
2474,34,S19G4,0,1,10
2475,35,S1G1,0,1,15
2476,35,S2G1,0,1,18
2477,35,S3G1,0,0,23
2478,35,S4G1,0,0,12
2479,35,S5G1,0,0,17
2480,35,S6G1,0,1,17
2481,35,S7G1,0,1,12
2482,35,S8G1,0,1,12
2483,35,S9G1,0,1,17
2484,35,S10G1,0,0,10
2485,35,S11G1,0,1,10
2486,35,S12G1,0,0,11
2487,35,S13G1,0,0,9
2488,35,S14G1,0,0,10
2489,35,S15G1,0,1,12
2490,35,S16G1,0,0,8
2491,35,S17G1,0,1,8
2492,35,S18G1,0,1,10
2493,35,S19G1,0,0,9
2494,35,S20G1,0,0,9
2495,35,S21G1,0,1,12
2496,35,S1G2,0,1,17
2497,35,S2G2,0,1,10
2498,35,S3G2,0,1,9
2499,35,S4G2,0,1,16
2500,35,S5G2,0,1,15
2501,35,S6G2,0,1,11
2502,35,S7G2,0,1,13
2503,35,S8G2,0,0,16
2504,35,S9G2,0,1,14
2505,35,S10G2,0,1,11
2506,35,S11G2,0,1,12
2507,35,S12G2,0,0,14
2508,35,S13G2,0,1,9
2509,35,S14G2,0,1,9
2510,35,S15G2,0,1,7
2511,35,S16G2,0,1,10
2512,35,S17G2,0,1,10
2513,35,S18G2,0,1,9
2514,35,S19G2,0,1,10
2515,35,S20G2,0,1,8
2516,35,S21G2,0,1,9
2517,35,S1G3,0,0,11
2518,35,S2G3,0,0,10
2519,35,S3G3,0,1,11
2520,35,S4G3,0,1,13
2521,35,S5G3,0,1,14
2522,35,S6G3,0,1,12
2523,35,S7G3,0,1,12
2524,35,S8G3,0,1,22
2525,35,S9G3,0,0,13
2526,35,S10G3,0,0,11
2527,35,S11G3,0,0,11
2528,35,S12G3,0,0,10
2529,35,S13G3,0,1,9
2530,35,S14G3,0,1,12
2531,35,S15G3,0,1,14
2532,35,S16G3,0,1,10
2533,35,S17G3,0,1,9
2534,35,S18G3,0,1,7
2535,35,S19G3,0,0,10
2536,35,S20G3,0,1,7
2537,35,S21G3,0,1,8
2538,35,S1G4,0,0,21
2539,35,S2G4,0,1,14
2540,35,S3G4,0,0,22
2541,35,S4G4,0,0,14
2542,35,S5G4,0,0,11
2543,35,S6G4,0,1,18
2544,35,S7G4,0,0,14
2545,35,S8G4,0,0,17
2546,35,S9G4,0,0,11
2547,35,S10G4,0,1,11
2548,35,S11G4,0,0,7
2549,35,S12G4,0,0,12
2550,35,S13G4,0,1,10
2551,35,S14G4,0,0,11
2552,35,S15G4,0,1,10
2553,35,S16G4,0,0,9
2554,35,S17G4,0,1,10
2555,35,S18G4,0,0,8
2556,35,S19G4,0,0,8
2557,35,S20G4,0,1,9
2558,35,S21G4,0,0,10
2559,36,S1G1,0,1,8
2560,36,S2G1,0,1,10
2561,36,S3G1,0,0,10
2562,36,S4G1,0,0,7
2563,36,S5G1,0,0,8
2564,36,S6G1,0,1,6
2565,36,S7G1,0,1,10
2566,36,S8G1,0,0,11
2567,36,S9G1,0,1,9
2568,36,S10G1,0,1,10
2569,36,S11G1,0,1,10
2570,36,S12G1,0,0,11
2571,36,S13G1,0,1,1
2572,36,S14G1,0,0,8
2573,36,S15G1,0,0,4
2574,36,S16G1,0,0,10
2575,36,S17G1,0,0,10
2576,36,S18G1,0,1,11
2577,36,S1G2,0,0,9
2578,36,S2G2,0,1,6
2579,36,S3G2,0,1,9
2580,36,S4G2,0,1,11
2581,36,S5G2,0,1,8
2582,36,S6G2,0,1,11
2583,36,S7G2,0,1,11
2584,36,S8G2,0,1,11
2585,36,S9G2,0,1,9
2586,36,S10G2,0,1,9
2587,36,S11G2,0,1,11
2588,36,S12G2,0,1,12
2589,36,S13G2,0,1,10
2590,36,S14G2,0,1,10
2591,36,S15G2,0,1,15
2592,36,S16G2,0,1,13
2593,36,S17G2,0,1,16
2594,36,S18G2,0,0,6
2595,36,S1G3,0,1,8
2596,36,S2G3,0,1,10
2597,36,S3G3,0,1,11
2598,36,S4G3,0,1,12
2599,36,S5G3,0,0,11
2600,36,S6G3,0,1,10
2601,36,S7G3,0,0,13
2602,36,S8G3,0,1,13
2603,36,S9G3,0,0,10
2604,36,S10G3,0,0,11
2605,36,S11G3,0,0,13
2606,36,S12G3,0,0,6
2607,36,S13G3,0,1,9
2608,36,S14G3,0,1,12
2609,36,S15G3,0,0,11
2610,36,S16G3,0,0,4
2611,36,S17G3,0,0,12
2612,36,S18G3,0,0,9
2613,36,S1G4,0,1,8
2614,36,S2G4,0,1,8
2615,36,S3G4,0,1,10
2616,36,S4G4,0,0,10
2617,36,S5G4,0,1,10
2618,36,S6G4,0,0,10
2619,36,S7G4,0,0,11
2620,36,S8G4,0,1,13
2621,36,S9G4,0,0,12
2622,36,S10G4,0,1,10
2623,36,S11G4,0,1,10
2624,36,S12G4,0,0,8
2625,36,S13G4,0,1,9
2626,36,S14G4,0,1,12
2627,36,S15G4,0,1,14
2628,36,S16G4,0,0,13
2629,36,S17G4,0,0,13
2630,36,S18G4,0,0,15
2631,37,S1G1,0,1,10
2632,37,S2G1,0,0,24
2633,37,S3G1,0,1,22
2634,37,S4G1,0,0,12
2635,37,S5G1,0,0,32
2636,37,S6G1,0,1,37
2637,37,S7G1,0,0,32
2638,37,S8G1,0,1,20
2639,37,S9G1,0,1,6
2640,37,S10G1,0,0,20
2641,37,S11G1,0,1,23
2642,37,S12G1,0,1,10
2643,37,S13G1,0,0,14
2644,37,S14G1,0,1,22
2645,37,S15G1,0,1,25
2646,37,S16G1,0,1,17
2647,37,S17G1,0,0,20
2648,37,S18G1,0,1,22
2649,37,S19G1,0,1,16
2650,37,S20G1,0,1,13
2651,37,S21G1,0,1,18
2652,37,S1G2,0,1,17
2653,37,S2G2,0,1,28
2654,37,S3G2,0,0,19
2655,37,S4G2,0,1,15
2656,37,S5G2,0,0,18
2657,37,S6G2,0,0,32
2658,37,S7G2,0,0,16
2659,37,S8G2,0,1,16
2660,37,S9G2,0,0,17
2661,37,S10G2,0,0,23
2662,37,S11G2,0,1,16
2663,37,S12G2,0,0,12
2664,37,S13G2,0,1,32
2665,37,S14G2,0,0,13
2666,37,S15G2,0,1,9
2667,37,S16G2,0,0,20
2668,37,S17G2,0,0,27
2669,37,S18G2,0,0,18
2670,37,S19G2,0,1,10
2671,37,S20G2,0,0,18
2672,37,S21G2,0,0,13
2673,37,S1G3,0,0,16
2674,37,S2G3,0,0,32
2675,37,S3G3,0,0,16
2676,37,S4G3,0,0,21
2677,37,S5G3,0,1,1
2678,37,S6G3,0,1,29
2679,37,S7G3,0,1,11
2680,37,S8G3,0,1,11
2681,37,S9G3,0,0,19
